"rental_id","customer_first_name","customer_last_name","region","country","film_title","film_rating","genre","paid_amount","rental_duration"
7467,"Marlene","Welch","Asia","Japan","Sting Personal","NC-17","New","8.99","7"
14337,"Leslie","Seward","Asia","Indonesia","Sea Virgin","PG","Drama","2.99","3"
6476,"Cynthia","Young","Asia","India","Deceiver Betrayed","NC-17","Drama","0.99","0"
7801,"Margaret","Moore","Asia","Oman","Hyde Doctor","G","Classics","2.99","2"
2471,"Ida","Andrews","America","Brazil","Roses Treasure","PG-13","Sports","5.99","5"
6310,"Clinton","Buford","America","United States","Personal Ladybugs","PG-13","Music","2.99","4"
9727,"Fernando","Churchill","Asia","South Korea","Philadelphia Wife","PG-13","Sports","4.99","2"
15227,"Megan","Palmer","Asia","China","Panther Reds","NC-17","Sci-Fi","4.99","1"
15918,"Patsy","Davidson","America","Ecuador","Fish Opus","R","Sci-Fi","3.99","4"
11117,"Dustin","Gillette","Europe","Netherlands","Gathering Calendar","PG-13","Games","0.99","2"
7347,"Arlene","Harvey","Asia","India","Spice Sorority","NC-17","Drama","4.99","4"
8215,"Randall","Neumann","America","Dominican Republic","Orange Grapes","PG-13","Foreign","2.99","5"
7053,"Manuel","Murrell","Asia","Sri Lanka","Apache Divine","NC-17","Family","4.99","3"
15675,"Mae","Fletcher","Europe","Spain","Trading Pinocchio","PG","Sports","5.99","7"
10467,"Allen","Butterfield","Asia","India","Speed Suit","PG-13","Travel","5.99","8"
16014,"Neil","Renner","Asia","Vietnam","Ridgemont Submarine","PG-13","New","5.99","7"
5925,"Angel","Barclay","Asia","Japan","Snatch Slipper","PG","Comedy","6.99","7"
10294,"Cynthia","Young","Asia","India","Candidate Perdition","R","Classics","6.99","7"
10495,"Stephanie","Mitchell","Asia","Armenia","Jericho Mulan","NC-17","Games","4.99","4"
3070,"Lance","Pemberton","Africa","Morocco","Stepmom Dream","NC-17","Foreign","4.99","4"
14833,"Clayton","Barbee","America","Brazil","Homicide Peach","PG-13","Family","2.99","6"
14707,"Darryl","Ashcraft","America","Argentina","Orange Grapes","PG-13","Foreign","5.99","9"
7574,"Jeanne","Lawson","Asia","Turkmenistan","Berets Agent","PG-13","Action","2.99","1"
14536,"Ann","Evans","Asia","Russian Federation","Microcosmos Paradise","PG-13","Children","2.99","6"
3115,"Bill","Gavin","America","United States","Jade Bunch","NC-17","Sports","2.99","5"
7303,"Cathy","Spencer","Asia","Japan","Feathers Metal","PG-13","Games","1.99","3"
12109,"Raul","Fortier","Asia","India","Fiction Christmas","PG","Foreign","4.99","7"
4782,"Troy","Quigley","America","Canada","Bringing Hysterical","PG","Comedy","4.99","9"
13621,"Virgil","Wofford","America","Mexico","Sorority Queen","NC-17","Foreign","0.99","2"
14205,"Nathan","Runyon","America","Virgin Islands, U.S.","Bikini Borrowers","NC-17","Animation","6.99","9"
5937,"Ross","Grey","Asia","Philippines","Galaxy Sweethearts","R","Classics","6.99","5"
14484,"Jeff","East","America","Dominican Republic","Smoking Barbarella","PG-13","Documentary","0.99","2"
15586,"Eleanor","Hunt","Africa","Runion","Racer Egg","NC-17","Drama","3.99","7"
9722,"Ethel","Webb","Africa","South Africa","Untouchables Sunrise","NC-17","Documentary","4.99","6"
4220,"Duane","Tubbs","Oceania","Nauru","Conquerer Nuts","G","Drama","4.99","3"
4713,"Gertrude","Castillo","America","Greenland","Feathers Metal","PG-13","Games","5.99","8"
8902,"Manuel","Murrell","Asia","Sri Lanka","Panky Submarine","G","Games","6.99","5"
3941,"Jordan","Archuleta","America","Argentina","Boiled Dares","PG","Travel","4.99","2"
11875,"Shelly","Watts","America","United States","Gunfight Moon","NC-17","Comedy","4.99","9"
4441,"Stacey","Montgomery","Asia","China","Sleepless Monsoon","G","Animation","5.99","5"
10383,"Terrance","Roush","Europe","Hungary","Tramp Others","PG","Comedy","0.99","2"
12092,"Martha","Gonzalez","Europe","Moldova","Sundance Invasion","NC-17","Children","0.99","0"
10277,"June","Carroll","Africa","Algeria","Flatliners Killer","G","Sports","2.99","4"
10540,"Sara","Perry","America","Mexico","Tootsie Pilot","PG","Children","0.99","1"
13967,"Tommy","Collazo","Asia","Iran","Movie Shakespeare","PG","Family","4.99","5"
13778,"Mathew","Bolin","America","Venezuela","Lies Treatment","NC-17","Drama","5.99","8"
13201,"Milton","Howland","Asia","India","Amistad Midsummer","G","New","2.99","5"
9752,"Beth","Franklin","Asia","Vietnam","Barefoot Manchurian","G","Action","2.99","2"
11037,"Charlene","Alvarez","Africa","Tanzania","Vanished Garden","R","New","0.99","5"
11123,"Danielle","Daniels","America","Mexico","Hobbit Alien","PG-13","Drama","2.99","7"
14439,"Bob","Pfeiffer","Asia","China","Strangelove Desire","NC-17","Children","5.99","8"
6453,"Erica","Matthews","Asia","China","Maiden Home","PG","New","4.99","2"
6606,"Marion","Snyder","America","Brazil","National Story","NC-17","Documentary","2.99","1"
14420,"Clayton","Barbee","America","Brazil","Magic Mallrats","PG","Children","0.99","2"
6428,"Brittany","Riley","Europe","Ukraine","Voyage Legally","PG-13","Classics","2.99","8"
5988,"Veronica","Stone","America","United States","Apache Divine","NC-17","Family","4.99","2"
14684,"Fred","Wheat","America","Mexico","Shawshank Bubble","PG","Travel","5.99","6"
13171,"Thelma","Murray","America","Peru","Groove Fiction","NC-17","Sports","2.99","8"
3772,"Dennis","Gilman","Africa","South Africa","Breaking Home","PG-13","New","2.99","3"
2680,"Grace","Ellis","Europe","Germany","Creepers Kane","NC-17","Classics","7.99","8"
12660,"Michelle","Clark","Asia","Bangladesh","Bound Cheaper","PG","Classics","4.99","8"
13916,"Michael","Silverman","Asia","China","Packer Madigan","PG-13","Animation","2.99","5"
1313,"Miguel","Betancourt","Europe","Germany","Gleaming Jawbreaker","NC-17","Sports","5.99","7"
14359,"Tony","Carranza","Asia","Japan","Harold French","NC-17","Drama","0.99","1"
2980,"Douglas","Graf","America","Mexico","Beverly Outlaw","R","Sci-Fi","8.99","8"
12081,"Freddie","Duggan","America","Peru","Chance Resurrection","R","Sports","4.99","5"
2256,"Phyllis","Foster","Asia","China","Haunting Pianist","R","Games","4.99","8"
10516,"Oscar","Aquino","Asia","Iran","Streetcar Intentions","R","Horror","6.99","7"
9305,"Kathryn","Coleman","Europe","Ukraine","Easy Gladiator","G","Action","8.99","9"
5487,"Peter","Menard","Europe","Netherlands","Drifter Commandments","PG-13","Action","4.99","0"
4340,"Colleen","Burton","Europe","Germany","Streak Ridgemont","PG-13","Documentary","2.99","9"
14329,"Jennifer","Davis","America","United States","Seattle Expecations","PG-13","Drama","7.99","6"
13543,"Cathy","Spencer","Asia","Japan","Instinct Airport","PG","Sports","7.99","9"
4286,"Carmen","Owens","America","Venezuela","Women Dorado","R","Action","0.99","3"
10469,"Leo","Ebert","Asia","China","Pelican Comforts","PG","Documentary","4.99","3"
10240,"Edna","West","Africa","South Africa","Wolves Desire","NC-17","Travel","0.99","6"
14095,"Ricardo","Meador","Asia","Japan","Frontier Cabin","PG-13","New","5.99","7"
4156,"Perry","Swafford","America","Argentina","Elizabeth Shane","NC-17","Sports","4.99","5"
4040,"Gladys","Hamilton","Africa","Nigeria","Peak Forever","PG","Sports","6.99","9"
1583,"Pamela","Baker","Asia","China","Beast Hunchback","R","Classics","4.99","1"
4725,"Linda","Williams","Europe","Greece","Ice Crossing","R","Games","4.99","6"
2898,"Marion","Snyder","America","Brazil","Pittsburgh Hunchback","PG-13","Family","9.99","9"
5190,"Neil","Renner","Asia","Vietnam","Jedi Beneath","PG","Family","2.99","8"
11870,"Edwin","Burk","Africa","South Africa","Unforgiven Zoolander","PG","Sci-Fi","0.99","7"
6456,"Jesse","Schilling","Africa","Congo, The Democratic Republic of the","Basic Easy","PG-13","Travel","6.99","8"
11425,"Chad","Carbone","Asia","India","Deer Virginian","NC-17","Music","2.99","0"
10357,"Pedro","Chestnut","Europe","Ukraine","Pirates Roxanne","PG","Sports","0.99","2"
11184,"Lena","Jensen","Asia","India","Crooked Frogmen","PG-13","Children","3.99","8"
14596,"Greg","Robins","Asia","Vietnam","House Dynamite","R","Family","4.99","9"
13894,"Ralph","Madrigal","America","Puerto Rico","Mine Titans","PG-13","New","7.99","6"
15525,"Shannon","Freeman","Asia","India","Scarface Bang","PG-13","Children","4.99","2"
16024,"Jorge","Olivares","Asia","Indonesia","Opposite Necklace","PG","Family","4.99","3"
9800,"Marsha","Douglas","Africa","Mozambique","Interview Liaisons","R","New","4.99","1"
13039,"Wayne","Truong","Asia","India","Holy Tadpole","R","Classics","0.99","0"
13066,"Joshua","Mark","Asia","India","Snowman Rollercoaster","G","Animation","0.99","3"
9449,"Virgil","Wofford","America","Mexico","Academy Dinosaur","PG","Documentary","1.99","6"
11627,"Regina","Berry","Asia","China","Suit Walls","R","Games","10.99","8"
16034,"Brett","Cornwell","Asia","India","Chicken Hellfighters","PG","Documentary","3.99","5"
2920,"Marion","Ocampo","Asia","China","Butterfly Chocolat","G","New","3.99","6"
2811,"Bill","Gavin","America","United States","Story Side","R","Action","0.99","3"
5357,"Norman","Currier","Asia","Indonesia","Horn Working","PG","Animation","5.99","6"
6982,"Sonia","Gregory","Africa","Nigeria","Star Operation","PG","Sports","2.99","4"
12392,"Cindy","Fisher","America","Venezuela","Monsoon Cause","PG","Games","5.99","6"
11651,"Leslie","Gordon","Asia","Turkey","Sleepless Monsoon","G","Animation","6.99","7"
6880,"Tamara","Nguyen","America","Brazil","Flatliners Killer","G","Sports","2.99","4"
11318,"Neil","Renner","Asia","Vietnam","Lies Treatment","NC-17","Drama","4.99","4"
4766,"Valerie","Black","America","United States","Divide Monster","PG-13","Sci-Fi","3.99","6"
15404,"Stacey","Montgomery","Asia","China","Secretary Rouge","PG","Sports","7.99","7"
10368,"Rene","Mcalister","America","United States","Seabiscuit Punk","NC-17","Sports","3.99","6"
7775,"Pedro","Chestnut","Europe","Ukraine","Spirited Casualties","PG-13","Sci-Fi","1.99","5"
3593,"Lori","Wood","Asia","India","Chance Resurrection","R","Sports","4.99","5"
5274,"Tracy","Cole","America","Mexico","Zorro Ark","NC-17","Comedy","6.99","4"
6219,"William","Satterfield","Asia","Yemen","Airport Pollock","R","Horror","4.99","2"
4944,"Mae","Fletcher","Europe","Spain","Sierra Divide","NC-17","Sports","6.99","8"
11943,"Judy","Gray","Africa","Algeria","Wind Phantom","R","Games","3.99","9"
12461,"Shirley","Allen","Asia","Philippines","Fury Murder","PG-13","Children","0.99","2"
15713,"Edwin","Burk","Africa","South Africa","Birch Antitrust","PG","Music","6.99","5"
2652,"Tracy","Herrmann","America","Ecuador","Pity Bound","NC-17","Drama","8.99","8"
7492,"Gail","Knight","Europe","Switzerland","Cyclone Family","PG","Foreign","2.99","3"
12800,"Julio","Noland","Europe","Ukraine","Basic Easy","PG-13","Travel","2.99","3"
10924,"Tyrone","Asher","Europe","Bulgaria","Cause Date","R","Documentary","8.99","9"
4346,"Mitchell","Westmoreland","Asia","Vietnam","High Encino","R","Horror","2.99","2"
10643,"Charlie","Bess","Asia","China","Steel Santa","NC-17","Classics","5.99","5"
5499,"Elaine","Stevens","Asia","Russian Federation","Freaky Pocus","R","Music","2.99","7"
5587,"Jamie","Waugh","Asia","Japan","Wizard Coldblooded","PG","Music","5.99","4"
2365,"Brent","Harkins","Asia","Turkey","Pity Bound","NC-17","Drama","4.99","2"
12315,"Daryl","Larue","Asia","Iraq","Human Graffiti","NC-17","Games","5.99","6"
6515,"Deanna","Byrd","Asia","Philippines","Clash Freddy","G","Animation","2.99","3"
7266,"Kimberly","Lee","America","Argentina","Roman Punk","NC-17","Music","1.99","7"
12213,"Darlene","Rose","Asia","North Korea","Terminator Club","R","Music","5.99","6"
9160,"Rebecca","Scott","Asia","Japan","Army Flintstones","R","Documentary","3.99","7"
4430,"Billie","Horton","Asia","Turkey","Rush Goodfellas","PG","Family","4.99","7"
13158,"Larry","Thrasher","Asia","Turkey","Darkness War","NC-17","Drama","2.99","5"
14857,"Constance","Reid","Africa","Nigeria","Tracy Cider","G","Animation","0.99","2"
2469,"Rhonda","Kennedy","Europe","Netherlands","Horror Reign","R","Travel","6.99","8"
4805,"Calvin","Martel","America","Venezuela","Blues Instinct","G","Family","2.99","0"
2467,"Samantha","Duncan","America","Mexico","Wardrobe Phantom","G","Drama","2.99","1"
15584,"Reginald","Kinder","Asia","Indonesia","Sea Virgin","PG","Drama","2.99","3"
11639,"Warren","Sherrod","Asia","Russian Federation","Suspects Quills","PG","Action","6.99","7"
9094,"Eva","Ramos","America","United States","Monster Spartacus","PG","Music","4.99","7"
11280,"Emma","Boyd","Africa","Egypt","Harper Dying","G","Animation","3.99","6"
9461,"Howard","Fortner","Asia","Iran","Goldfinger Sensibility","G","Drama","3.99","5"
11195,"Samantha","Duncan","America","Mexico","Voyage Legally","PG-13","Classics","0.99","0"
12269,"Byron","Box","Asia","Kazakstan","Closer Bang","R","Comedy","6.99","7"
8514,"Emily","Diaz","Asia","South Korea","Sorority Queen","NC-17","Foreign","0.99","0"
9895,"Jordan","Archuleta","America","Argentina","Conversation Downhill","R","Family","5.99","5"
12386,"Beth","Franklin","Asia","Vietnam","Resurrection Silverado","PG","Family","0.99","5"
6701,"Alex","Gresham","America","Mexico","Runner Madigan","NC-17","Music","0.99","0"
7883,"Karl","Seal","America","United States","Bringing Hysterical","PG","Comedy","2.99","4"
4057,"Debbie","Reyes","Asia","Japan","Newton Labyrinth","PG","Foreign","1.99","5"
10394,"Marjorie","Tucker","Europe","Poland","Gleaming Jawbreaker","NC-17","Sports","2.99","3"
9061,"Irma","Pearson","Asia","Philippines","Holes Brannigan","PG","Sports","6.99","9"
6884,"Donna","Thompson","Asia","Russian Federation","Siege Madre","R","Family","1.99","8"
6478,"Vernon","Chapa","Asia","Turkey","Memento Zoolander","NC-17","Comedy","4.99","3"
4141,"Ronnie","Ricketts","Africa","Senegal","Hellfighters Sierra","PG","Foreign","3.99","3"
10664,"Jerry","Jordon","Asia","Japan","Pride Alamo","NC-17","Animation","0.99","3"
5653,"Cynthia","Young","Asia","India","Dalmations Sweden","PG","Drama","2.99","5"
4291,"Erika","Pena","Europe","Finland","Idols Snatchers","NC-17","Children","2.99","2"
13244,"Erika","Pena","Europe","Finland","Range Moonwalker","PG","Family","4.99","2"
5893,"Alexander","Fennell","Europe","Italy","Gone Trouble","R","Drama","2.99","4"
13401,"Amber","Dixon","Asia","Taiwan","Butterfly Chocolat","G","New","3.99","5"
2527,"Darrell","Power","America","Canada","Boogie Amelie","R","Music","4.99","1"
2697,"Miguel","Betancourt","Europe","Germany","Jumping Wrath","NC-17","Children","0.99","3"
3096,"Rachel","Barnes","Asia","Japan","Steel Santa","NC-17","Classics","4.99","3"
6465,"Gertrude","Castillo","America","Greenland","Hyde Doctor","G","Classics","5.99","7"
7898,"Marc","Outlaw","Europe","Italy","Model Fish","NC-17","Children","6.99","6"
11469,"Jane","Bennett","America","Brazil","Balloon Homeward","NC-17","Music","2.99","3"
14084,"Pamela","Baker","Asia","China","Curtain Videotape","PG-13","Games","0.99","3"
12901,"Stacy","Cunningham","America","Colombia","Name Detective","PG-13","Games","4.99",NULL
7983,"Wendy","Harrison","America","Mexico","Hanover Galaxy","NC-17","Music","4.99","0"
7968,"Freddie","Duggan","America","Peru","Stepmom Dream","NC-17","Foreign","4.99","6"
1734,"Norma","Gonzales","Asia","Philippines","Downhill Enough","G","Comedy","3.99","5"
4715,"Brandy","Graves","America","United States","Sweethearts Suspects","G","Children","0.99","1"
7855,"Bobbie","Craig","America","Mexico","Lust Lock","G","Action","2.99","2"
6972,"Eddie","Tomlin","Asia","Philippines","Graffiti Love","PG","Sci-Fi","0.99","1"
9645,"Ron","Deluca","Asia","Japan","Rugrats Shakespeare","PG-13","Action","0.99","3"
10432,"Jay","Robb","Asia","Indonesia","Uncut Suicides","PG-13","Music","2.99","7"
11089,"Lee","Hawks","Asia","India","Contact Anonymous","PG-13","Travel","2.99","4"
4887,"Lance","Pemberton","Africa","Morocco","Shock Cabin","PG-13","Foreign","2.99","7"
11951,"Gail","Knight","Europe","Switzerland","Fatal Haunted","PG","New","5.99","8"
8968,"Walter","Perryman","Asia","China","Kane Exorcist","R","Foreign","0.99","0"
6249,"Melissa","King","Asia","Taiwan","Virginian Pluto","R","Documentary","0.99","2"
14498,"Cody","Nolen","America","Brazil","Sunrise League","PG-13","Animation","4.99","1"
14086,"Terry","Carlson","Asia","Japan","Random Go","NC-17","Sci-Fi","3.99","6"
11849,"Tina","Simmons","America","Brazil","Dying Maker","PG","Comedy","4.99","4"
15077,"Angel","Barclay","Asia","Japan","Pond Seattle","PG-13","Animation","2.99","6"
5781,"Sally","Pierce","Asia","India","Prix Undefeated","R","Family","2.99","0"
10909,"Marvin","Yee","Asia","India","Scissorhands Slums","G","Foreign","2.99","1"
8154,"Miriam","Mckinney","Asia","Japan","Durham Panky","R","Sports","4.99","4"
12537,"Gloria","Cook","Oceania","French Polynesia","Alamo Videotape","G","Foreign","1.99","6"
11261,"Rosemary","Schmidt","Asia","Turkey","Agent Truman","PG","Foreign","7.99","8"
15507,"Ken","Prewitt","Europe","Romania","Polish Brooklyn","PG","Children","0.99","3"
2420,"Brett","Cornwell","Asia","India","Banger Pinocchio","R","Music","0.99","5"
2416,"Jessica","Hall","Europe","Holy See (Vatican City State)","Northwest Polish","PG","Sports","3.99","6"
1209,"Jamie","Rice","America","United States","Fool Mockingbird","PG","Action","7.99","6"
2023,"Erica","Matthews","Asia","China","Coneheads Smoochy","NC-17","Drama","4.99","5"
14939,"Jeffrey","Spear","Asia","Indonesia","Clones Pinocchio","R","Music","2.99","5"
4714,"Phillip","Holm","Asia","Japan","Holes Brannigan","PG","Sports","6.99","8"
14589,"Dana","Hart","Asia","Russian Federation","Natural Stock","PG-13","Family","0.99","1"
10124,"Earl","Shanks","Asia","Japan","Homeward Cider","R","Documentary","0.99","3"
15612,"Richard","Mccrary","America","United States","Rocketeer Mother","PG-13","Foreign","6.99","9"
10324,"Deborah","Walker","Asia","Pakistan","Campus Remember","R","Action","5.99","8"
2608,"Esther","Crawford","Africa","South Africa","Gentlemen Stage","NC-17","Foreign","2.99","5"
13765,"Willie","Howell","America","Argentina","Inch Jet","NC-17","Animation","4.99","0"
3574,"Arlene","Harvey","Asia","India","Name Detective","PG-13","Games","4.99","3"
3499,"Mitchell","Westmoreland","Asia","Vietnam","Harry Idaho","PG-13","Drama","7.99","8"
5302,"Theresa","Watson","Asia","Philippines","Usual Untouchables","PG-13","Foreign","4.99","1"
8708,"Erik","Guillen","Asia","India","Tenenbaums Command","PG-13","Drama","2.99","5"
1546,"Linda","Williams","Europe","Greece","Strangers Graffiti","R","Horror","8.99","8"
7308,"Tamara","Nguyen","America","Brazil","Fish Opus","R","Sci-Fi","5.99","7"
4587,"Ashley","Richardson","America","United States","Scalawag Duck","NC-17","Music","4.99","4"
12961,"Todd","Tan","Europe","Ukraine","Worker Tarzan","R","Travel","2.99","3"
5707,"Virgil","Wofford","America","Mexico","Clash Freddy","G","Animation","4.99","7"
8792,"Tara","Ryan","Asia","Indonesia","South Wait","R","Action","7.99","8"
12718,"June","Carroll","Africa","Algeria","Quest Mussolini","R","Action","2.99","1"
11046,"Karl","Seal","America","United States","Inch Jet","NC-17","Animation","4.99","4"
9020,"April","Burns","Europe","United Kingdom","Gorgeous Bingo","R","Children","7.99","9"
3366,"Chester","Benner","Asia","China","Meet Chocolate","G","Foreign","4.99","5"
9964,"Jeanette","Greene","Asia","Russian Federation","Poseidon Forever","PG-13","Sports","4.99","2"
7932,"Warren","Sherrod","Asia","Russian Federation","Soldiers Evolution","R","Sci-Fi","4.99","1"
8366,"Debra","Nelson","America","Brazil","Bull Shawshank","NC-17","Action","1.99","6"
3696,"Gilbert","Sledge","Europe","United Kingdom","Random Go","NC-17","Sci-Fi","2.99","5"
11764,"Mattie","Hoffman","Europe","United Kingdom","Women Dorado","R","Action","0.99","2"
11330,"Tammy","Sanders","Asia","Taiwan","Vietnam Smoochy","PG-13","Drama","0.99","1"
4383,"Kent","Arsenault","America","Brazil","Mine Titans","PG-13","New","11.99","9"
10019,"Fernando","Churchill","Asia","South Korea","Indian Love","NC-17","Family","3.99","6"
10858,"Mark","Rinehart","Asia","Saudi Arabia","Cranes Reservoir","NC-17","Sports","2.99","3"
7336,"Catherine","Campbell","Asia","Russian Federation","Montezuma Command","NC-17","Action","0.99","0"
5898,"Ted","Breaux","Asia","China","Reap Unfaithful","PG-13","Horror","2.99","5"
2131,"Anne","Powell","Europe","United Kingdom","Weekend Personal","R","Sci-Fi","5.99","7"
7585,"Bernard","Colby","Asia","India","Bucket Brotherhood","PG","Travel","4.99","2"
2084,"Tina","Simmons","America","Brazil","Breakfast Goldfinger","G","New","4.99","4"
2091,"Christy","Vargas","Asia","China","Telegraph Voyage","PG","Music","10.99","8"
8444,"Gina","Williamson","Asia","Yemen","Rings Heartbreakers","G","Action","2.99","6"
12120,"Matthew","Mahan","America","Mexico","Opus Ice","R","Foreign","4.99","1"
13981,"Dora","Medina","Asia","China","Road Roxanne","R","Documentary","4.99","2"
5165,"Seth","Hannon","Asia","Bahrain","Bedazzled Married","PG","Family","0.99","4"
13731,"Jay","Robb","Asia","Indonesia","Dragonfly Strangers","NC-17","New","4.99","1"
2350,"Dean","Sauer","Africa","South Africa","Durham Panky","R","Sports","4.99","4"
11615,"Troy","Quigley","America","Canada","Virgin Daisy","PG-13","Drama","4.99","6"
12496,"Ricardo","Meador","Asia","Japan","Brooklyn Desert","R","Foreign","6.99","9"
14229,"Holly","Fox","Asia","India","Witches Panic","NC-17","Drama","4.99","5"
12440,"Dustin","Gillette","Europe","Netherlands","Music Boondock","R","Family","0.99","3"
4660,"Amber","Dixon","Asia","Taiwan","Earring Instinct","R","Family","0.99","3"
8473,"Paul","Trout","Asia","Russian Federation","Town Ark","R","Foreign","2.99","2"
2119,"Ian","Still","America","United States","Inch Jet","NC-17","Animation","4.99","4"
15952,"Pearl","Garza","Asia","India","Everyone Craft","PG","Foreign","1.99","4"
2081,"Terry","Carlson","Asia","Japan","Dalmations Sweden","PG","Drama","5.99","9"
7699,"Heather","Morris","Asia","Japan","Virgin Daisy","PG-13","Drama","4.99","4"
15767,"Heidi","Larson","Asia","China","Saturn Name","R","Comedy","4.99","4"
13844,"Dana","Hart","Asia","Russian Federation","Deep Crusade","PG-13","Documentary","7.99","9"
14597,"Greg","Robins","Asia","Vietnam","Drop Waterfront","R","Sports","4.99","3"
5736,"Shirley","Allen","Asia","Philippines","Dude Blindness","G","Sports","4.99","3"
13056,"Wendy","Harrison","America","Mexico","Sons Interview","NC-17","Animation","2.99",NULL
3602,"Robin","Hayes","Asia","Russian Federation","Jade Bunch","NC-17","Sports","5.99","8"
5307,"Amy","Lopez","Asia","India","Nightmare Chill","PG","Games","9.99","7"
5578,"Eugene","Culpepper","Asia","China","Wrath Mile","NC-17","Documentary","1.99","6"
6747,"Ellen","Simpson","America","Brazil","Silence Kane","R","Music","0.99","0"
15519,"Francisco","Skidmore","America","Brazil","Canyon Stock","R","Animation","0.99","2"
4733,"Phyllis","Foster","Asia","China","Jeopardy Encino","R","Classics","2.99","4"
10227,"Johnnie","Chisholm","Europe","Poland","Crooked Frogmen","PG-13","Children","2.99","8"
15512,"Deborah","Walker","Asia","Pakistan","Virginian Pluto","R","Documentary","0.99","1"
10283,"Warren","Sherrod","Asia","Russian Federation","Uncut Suicides","PG-13","Music","2.99","6"
7802,"Erika","Pena","Europe","Finland","Double Wrath","R","Animation","0.99","1"
14107,"Vickie","Brewer","Europe","Germany","Swarm Gold","PG-13","Horror","0.99",NULL
6448,"Erin","Dunn","Asia","Russian Federation","Mob Duffel","G","Drama","1.99","4"
12620,"Bessie","Morrison","Europe","Italy","Mob Duffel","G","Drama","3.99","6"
15522,"Tim","Cary","Asia","India","Lion Uncut","PG","Comedy","1.99","6"
2921,"Cheryl","Murphy","Asia","India","Gunfight Moon","NC-17","Comedy","3.99","7"
10488,"Alfred","Casillas","Africa","Egypt","Berets Agent","PG-13","Action","2.99","1"
9348,"Wanda","Patterson","America","Colombia","Pocus Pulp","NC-17","Documentary","2.99","7"
7955,"Arnold","Havens","Asia","Philippines","Forward Temple","NC-17","Games","2.99","1"
13037,"Carole","Barnett","America","United States","Alaska Phantom","PG","Music","3.99","9"
14975,"Viola","Hanson","Asia","Philippines","Dances None","NC-17","Action","3.99","6"
11421,"Jorge","Olivares","Asia","Indonesia","Rocketeer Mother","PG-13","Foreign","7.99","9"
15493,"Thomas","Grigsby","America","United States","Scorpion Apollo","NC-17","Drama","4.99","2"
1846,"Melvin","Ellington","Asia","China","Grapes Fury","G","Foreign","0.99","1"
9619,"Hazel","Warren","Asia","China","Grease Youth","G","Family","0.99","5"
8460,"Frank","Waggoner","Asia","Bangladesh","Nemo Campus","NC-17","Sci-Fi","6.99","8"
14881,"Francis","Sikes","America","Mexico","Baby Hall","NC-17","Foreign","4.99","4"
2736,"Willie","Markham","America","Argentina","Wonderland Christmas","PG","Sci-Fi","4.99","1"
6485,"Ronald","Weiner","America","Mexico","Easy Gladiator","G","Action","6.99","7"
11599,"Rosa","Reynolds","America","United States","Sons Interview","NC-17","Animation","7.99","8"
14233,"Austin","Cintron","Asia","China","Outbreak Divine","NC-17","Games","1.99","6"
6326,"Ken","Prewitt","Europe","Romania","Insider Arizona","NC-17","Music","2.99","1"
4035,"Mathew","Bolin","America","Venezuela","Shock Cabin","PG-13","Foreign","2.99","6"
6368,"Marion","Ocampo","Asia","China","Slacker Liaisons","R","Drama","4.99","1"
1621,"Samantha","Duncan","America","Mexico","Sleeping Suspects","PG-13","Horror","4.99","2"
12725,"Alice","Stewart","America","United States","Thief Pelican","PG-13","Animation","4.99","4"
11323,"Chad","Carbone","Asia","India","Spiking Element","G","Classics","2.99","3"
15033,"Regina","Berry","Asia","China","Lose Inch","R","Foreign","3.99","6"
14332,"Tyler","Wren","Asia","China","Fargo Gandhi","G","Children","7.99","8"
5692,"Viola","Hanson","Asia","Philippines","Alamo Videotape","G","Foreign","0.99","5"
10584,"Jacqueline","Long","Asia","Thailand","Clerks Angels","G","Documentary","6.99","4"
13265,"George","Linton","America","Brazil","Strictly Scarface","PG-13","Comedy","2.99","0"
15312,"Tracey","Barrett","Africa","Nigeria","Maiden Home","PG","New","4.99","2"
15677,"Edna","West","Africa","South Africa","Hyde Doctor","G","Classics","2.99","3"
6384,"Donald","Mahon","Asia","China","Butterfly Chocolat","G","New","2.99","5"
1911,"Linda","Williams","Europe","Greece","Daddy Pittsburgh","G","Comedy","6.99","7"
10272,"Priscilla","Lowe","America","Mexico","Angels Life","G","New","8.99","9"
6212,"Jerry","Jordon","Asia","Japan","Sun Confessions","R","Sci-Fi","0.99","4"
8672,"Charlie","Bess","Asia","China","Boulevard Mob","R","New","5.99","8"
2794,"Anne","Powell","Europe","United Kingdom","Homeward Cider","R","Documentary","0.99","2"
10419,"Janice","Ward","Europe","Sweden","Bound Cheaper","PG","Classics","0.99","4"
7868,"Christine","Roberts","Oceania","French Polynesia","Shawshank Bubble","PG","Travel","4.99","2"
14283,"Terry","Carlson","Asia","Japan","Pelican Comforts","PG","Documentary","4.99","2"
11631,"Regina","Berry","Asia","China","Alamo Videotape","G","Foreign","1.99","6"
12669,"Don","Bone","Africa","Mozambique","Working Microcosmos","R","Travel","6.99","5"
2840,"Marcia","Dean","Asia","Philippines","Double Wrath","R","Animation","3.99","6"
11215,"Sue","Peters","Asia","China","Boiled Dares","PG","Travel","4.99","4"
11036,"Brett","Cornwell","Asia","India","Hysterical Grail","PG","Sports","4.99","2"
2773,"Rafael","Abney","Asia","Philippines","Trading Pinocchio","PG","Sports","7.99","9"
15310,"Ralph","Madrigal","America","Puerto Rico","Married Go","G","Sci-Fi","2.99","1"
